Player,Team,Positions,IP,K,W,SV,ERA,WHIP,ER,H,BB,HR,G,GS,L,CG,Rost%
Jarlin Susana (WSH - SP) MiLB,,,9.0,12,1,0,4.48,1.55,5,7,7,1,2,2,1,0,1%
"Chayce McDermott (BAL - SP,RP) MiLB",,,15.7,16,1,0,4.72,1.48,8,15,9,2,12,1,1,0,0%
Jake Eder (WSH - RP) MiLB,,,19.3,16,1,0,4.84,1.42,10,20,8,3,17,0,1,0,0%
Matt Waldron,SD,SP,16.0,13,1,0,4.92,1.39,9,17,5,3,4,2,1,0,0%
Corbin Martin (CHC - RP) MiLB,,,9.8,9,1,0,4.6,1.45,5,9,5,1,10,0,1,0,0%
Sam Benschoter (CIN - RP) MiLB,,,14.6,11,1,0,4.74,1.41,8,15,5,2,13,0,1,0,0%
Jurrangelo Cijntje (STL - SP) MiLB,,,9.1,7,1,0,4.47,1.43,5,9,4,2,2,2,1,0,1%
"Marco Raya (MIN - SP,RP) MiLB",,,23.4,21,1,0,4.72,1.48,12,23,11,3,23,0,1,0,0%
Jake Miller (CLE - SP) NRI,,,9.6,7,1,0,4.56,1.41,5,10,4,1,9,0,1,0,0%
Dan Altavilla (MIN - RP) MiLB,,,36.5,30,1,0,4.75,1.47,19,35,18,5,36,0,2,0,0%
Isaiah Campbell (ARI - RP) NRI,,,14.1,10,1,0,4.69,1.41,7,15,5,2,13,0,1,0,0%
"Doug Nikhazy (CLE - SP,RP) MiLB",,,28.5,25,1,0,4.74,1.48,15,28,14,4,20,2,2,0,0%
Christian Montes De Oca (ARI - RP) MiLB,,,11.2,9,1,0,4.83,1.39,6,11,5,2,5,0,1,0,0%
Josh Staumont (CIN - RP) MiLB,,,11.3,11,1,0,4.74,1.46,6,10,6,1,11,0,1,0,0%
Brandon Waddell (NYM - RP) MiLB,,,16.4,14,1,0,4.8,1.44,9,17,7,3,7,0,1,0,0%
Yilber Diaz (ARI - RP) MiLB,,,19.9,19,1,0,4.71,1.5,10,19,11,3,17,0,1,0,0%
Ben Bowden (ATH - RP) MiLB,,,12.6,13,1,0,4.66,1.51,7,11,8,2,14,0,1,0,0%
"Josh Fleming (TOR - SP,RP) MiLB",,,14.9,8,1,0,4.46,1.43,7,16,5,2,9,0,1,0,0%
Scott Blewett (STL - RP) NRI,,,22.5,17,1,0,4.82,1.43,12,24,9,3,20,0,1,0,0%
Jeff Criswell (COL - RP) IL60,,,12.6,12,1,0,4.77,1.47,7,13,6,2,12,0,1,0,0%
"Seth Johnson (PHI - SP,RP) MiLB",,,20.5,18,1,0,4.74,1.48,11,20,10,3,18,0,1,0,0%
"Triston McKenzie (SD - SP,RP) MiLB",,,9.7,9,1,0,4.82,1.44,5,9,5,2,9,0,1,0,0%
Francis Pena (SD - RP) MiLB,,,9.0,7,1,0,4.44,1.48,4,9,4,1,9,0,1,0,0%
"Tyler Schweitzer (CWS - SP,RP) MiLB",,,13.8,10,1,0,4.73,1.43,7,15,5,2,14,0,1,0,0%
Kyle Keller (BOS - RP) MiLB,,,19.8,19,1,0,4.96,1.46,11,19,10,3,19,0,1,0,0%
Connor Thomas (MIL - RP) MiLB,,,10.9,8,1,0,4.54,1.47,6,12,4,2,4,1,1,0,0%
Emiliano Teodo (TEX - RP) MiLB,,,15.9,16,1,0,4.63,1.54,8,14,11,2,16,0,1,0,0%
Gavin Collyer (TEX - RP) MiLB,,,21.3,21,1,0,4.94,1.48,12,20,12,3,21,0,1,0,0%
Juan Sanchez (SF - RP) MiLB,,,14.0,13,1,0,4.77,1.49,7,14,7,2,14,0,1,0,0%
Hunter Strickland (RP) FA,,,29.8,23,1,0,4.93,1.43,16,29,13,5,29,0,2,0,0%
Ryder Ryan (LAD - RP) NRI,,,9.3,7,1,0,4.71,1.44,5,10,4,1,9,0,1,0,0%
Nathan Wiles (RP) FA,,,7.4,6,1,0,4.86,1.42,4,8,3,2,6,1,0,0,0%
Cal Quantrill (TEX - SP) NRI,,,16.5,13,1,0,5.07,1.4,9,17,6,3,5,3,1,0,0%
"Freddy Tarnok (SP,RP) FA",,,11.1,11,1,0,4.87,1.49,6,10,7,2,7,1,1,0,0%
Scott McGough (RP) FA,,,22.1,21,1,0,5.07,1.45,12,22,10,4,19,0,1,0,0%
Ryan Harbin (PIT - RP) MiLB,,,23.1,22,1,0,4.61,1.55,12,22,14,3,23,0,1,0,0%
Elvin Rodriguez (RP) FA,,,10.1,8,1,0,4.9,1.43,6,11,4,2,3,3,1,0,0%
Matt Krook (ATH - RP) NRI,,,8.1,9,1,0,4.46,1.61,4,7,7,1,9,0,1,0,0%
Yunior Marte (CIN - RP) MiLB,,,13.2,12,1,0,4.96,1.46,7,13,6,2,13,0,1,0,0%
Yovanny Cruz (NYY - SP) MiLB,,,13.8,13,1,0,4.91,1.49,8,13,8,2,14,0,1,0,0%
Tanner Gordon (COL - SP) MiLB,,,54.5,40,2,0,5.32,1.42,32,64,13,10,21,7,4,0,0%
AJ Smith-Shawver,ATL,SP,9.9,10,0,0,4.08,1.3,4,9,4,1,7,1,0,0,1%
Jack Kochanowicz,LAA,SP,75.4,48,3,0,5.02,1.49,42,83,29,10,30,10,5,0,0%
Austin Pope (ATL - RP) MiLB,,,8.6,9,1,0,4.72,1.57,5,9,5,1,5,0,1,0,0%
Anthony Misiewicz (CIN - RP) NRI,,,9.1,8,1,0,5.45,1.38,6,9,4,2,10,0,1,0,0%
Blake Walston,ARI,RP,10.0,9,1,0,4.96,1.49,6,10,5,1,5,1,1,0,0%
Daniel Robert (PHI - RP) NRI,,,9.1,10,0,0,4.27,1.28,4,8,4,1,10,0,0,0,0%
Mitch Farris (LAA - SP) MiLB,,,20.2,19,1,0,4.99,1.49,11,20,10,3,4,4,2,0,0%
Luis Guerrero (TB - RP) NRI,,,21.8,20,1,0,4.91,1.5,12,20,13,3,20,0,1,0,0%
"Bryse Wilson (PHI - SP,RP) MiLB",,,22.5,16,1,0,4.98,1.43,12,25,7,4,12,2,1,0,0%
"J.P. France (HOU - SP,RP) NRI",,,15.6,13,1,0,4.7,1.53,8,15,9,2,6,2,1,0,0%
Sam Long (RP) FA,,,21.0,19,1,0,4.92,1.5,12,21,11,3,22,0,2,0,0%
"Nabil Crismatt (TEX - SP,RP) MiLB",,,20.5,16,1,0,5.05,1.44,12,23,7,5,11,1,1,0,3%
Ky Bush (CWS - SP) IL60,,,13.5,10,1,0,4.85,1.49,7,13,7,2,5,2,1,0,0%
Shaun Anderson (LAA - RP) MiLB,,,13.6,9,1,0,5.08,1.42,8,15,4,2,13,0,1,0,0%
"Thomas Hatch (ARI - SP,RP) NRI",,,15.5,12,1,0,5.02,1.46,9,17,6,2,7,0,1,0,0%
Trey Gibson (BAL - SP) MiLB,,,11.8,11,0,0,4.23,1.36,6,11,5,1,3,3,1,0,0%
"Victor Mederos (LAA - SP,RP) MiLB",,,21.9,17,1,0,4.94,1.47,12,22,10,3,19,0,1,0,0%
Zach Brzykcy (MIA - RP) MiLB,,,16.0,16,1,0,4.9,1.55,9,16,9,2,16,0,1,0,0%
Tyson Miller (CWS - RP) MiLB,,,18.5,15,1,0,4.98,1.48,10,18,9,3,18,0,1,0,0%
Zach Franklin (CWS - RP) MiLB,,,9.5,10,0,0,4.22,1.34,4,9,4,1,9,0,1,0,0%
"Tejay Antone (CIN - SP,RP) MiLB",,,18.7,16,1,0,4.99,1.49,10,19,8,3,18,0,1,0,0%
Tyler Mattison (DET - RP) MiLB,,,12.8,12,1,0,4.8,1.57,7,12,8,2,13,0,1,0,0%
Brandon Walter,HOU,SP,5.6,5,0,0,3.98,1.12,2,5,1,1,1,1,0,0,0%
Lyon Richardson (CIN - RP) NRI,,,22.3,18,1,0,4.73,1.53,12,22,12,2,18,0,1,0,0%
Braden Nett (ATH - SP) MiLB,,,26.3,22,1,0,4.84,1.51,14,27,13,3,14,3,2,0,0%
"Darren McCaughan (CIN - SP,RP) NRI",,,10.1,8,1,0,5.36,1.44,6,11,4,3,4,1,1,0,0%
Walbert Urena,LAA,SP,37.4,28,2,0,4.9,1.57,20,39,19,5,33,1,2,0,0%
Tayler Scott (ATL - RP) MiLB,,,15.9,16,1,0,5.11,1.53,9,15,9,2,15,0,1,0,0%
Tyler Zuber (MIA - RP) MiLB,,,14.9,15,1,0,5.27,1.5,9,14,8,2,12,0,1,0,0%
Travis Sykora (WSH - SP) MiLB,,,16.5,17,1,0,4.91,1.58,9,16,11,2,16,1,1,0,1%
Chase Petty (CIN - SP) MiLB,,,44.0,34,2,0,5.14,1.51,25,46,20,7,26,4,3,0,0%
McCade Brown,COL,SP,26.7,25,1,0,5.2,1.47,15,27,12,4,9,4,2,0,0%
"Carson Palmquist (COL - SP,RP) MiLB",,,23.7,22,1,0,5.08,1.5,13,24,12,4,18,1,2,0,0%
Sauryn Lao (RP) FA,,,7.2,6,0,0,3.94,1.29,3,7,3,1,5,0,0,0,0%
Elmer Rodriguez (NYY - SP) MiLB,,,8.9,8,0,0,4.05,1.36,4,9,3,1,6,1,0,0,1%
Andry Lara (WSH - RP) MiLB,,,19.5,14,1,0,4.87,1.51,11,21,9,3,13,0,1,0,0%
Anthony Veneziano (RP) FA,,,15.3,13,1,0,4.71,1.6,8,16,9,2,15,1,1,0,0%
Ben Kudrna (KC - SP) MiLB,,,14.6,11,1,0,5.06,1.51,8,16,7,2,8,2,1,0,0%
"Jose Urena (SP,RP) FA",,,37.7,25,2,0,5.01,1.54,21,41,17,7,12,5,3,0,0%
Gabriel Hughes (COL - SP) MiLB,,,26.5,19,1,0,5.03,1.47,15,30,9,4,19,2,2,0,0%
Trent Harris (SF - RP) MiLB,,,7.5,7,0,0,4.44,1.31,4,7,3,1,8,0,0,0,0%
Tanner Rainey (DET - RP) MiLB,,,12.2,12,0,0,4.5,1.42,6,11,7,2,12,0,0,0,0%
Austin Cox (RP) FA,,,13.8,13,1,0,5.22,1.56,8,15,7,3,10,0,1,0,0%
"Blas Castano (SEA - SP,RP) MiLB",,,11.6,9,0,0,4.44,1.38,6,12,4,1,10,0,1,0,0%
Bryce Montes de Oca (WSH - RP) NRI,,,7.5,8,0,0,4.22,1.43,4,6,4,1,8,0,0,0,0%
Beau Burrows (PIT - RP) MiLB,,,13.3,11,1,0,5.08,1.58,8,13,8,2,14,0,1,0,0%
"Carson Ragsdale (SP,RP) FA",,,12.4,11,1,0,5.08,1.61,7,13,8,2,5,1,1,0,0%
Chen Zhong-Ao Zhuang (ATH - SP) MiLB,,,7.7,6,0,0,4.64,1.28,4,8,2,1,8,0,0,0,0%
Anthony Maldonado (HOU - RP) MiLB,,,12.6,13,1,0,5.35,1.59,8,13,8,2,11,0,1,0,0%
K.C. Hunt (TB - SP) MiLB,,,6.2,5,0,0,4.3,1.31,3,6,2,1,6,0,0,0,0%
Angel Perdomo (LAA - RP) MiLB,,,7.7,9,0,0,4.61,1.4,4,6,4,1,7,0,0,0,0%
Riley Cornelio (WSH - SP) MiLB,,,16.3,12,1,0,5.2,1.53,9,17,8,3,10,2,1,0,0%
Tucker Davidson (PHI - RP) MiLB,,,7.3,6,0,0,4.45,1.38,4,7,3,1,7,0,0,0,0%
Jhonathan Diaz (SEA - RP) MiLB,,,6.9,5,0,0,4.49,1.34,3,7,2,1,5,1,0,0,0%
Andrew Sears (DET - SP) MiLB,,,6.0,5,0,0,4.36,1.37,3,6,2,1,6,0,0,0,0%
Vince Velasquez (CHC - SP) MiLB,,,8.7,9,0,0,4.58,1.45,4,8,5,1,8,0,0,0,0%
Guillo Zuniga (RP) FA,,,7.3,6,0,0,4.47,1.39,4,7,3,1,7,0,0,0,0%
Tayron Guerrero (BOS - RP) MiLB,,,28.5,23,1,0,5.05,1.52,16,30,13,4,28,0,1,0,0%
Adisyn Coffey (CWS - RP) MiLB,,,8.0,7,0,0,4.48,1.42,4,8,4,1,8,0,1,0,0%
Bryan Hoeing,SD,RP,6.1,5,0,0,4.5,1.36,3,6,2,1,5,0,0,0,0%
Marc Church (TEX - RP) MiLB,,,26.0,25,1,0,4.98,1.59,14,25,16,3,26,0,2,0,0%
"Jake Woodford (MIL - SP,RP) MiLB",,,19.2,15,1,0,5.17,1.54,11,21,9,3,11,1,1,0,1%
Ben Lively (CLE - SP) MiLB,,,7.5,6,0,0,4.82,1.34,4,8,3,2,2,2,1,0,1%
Omar Cruz (SD - RP) MiLB,,,10.2,10,1,0,5.27,1.71,6,10,8,1,6,1,1,0,0%
Shelby Miller (CHC - RP) IL60,,,0.5,1,0,0,0.0,0.98,0,1,0,0,1,0,0,0,1%
Brody Hopkins (TB - SP) NRI,,,8.5,8,0,0,4.53,1.47,4,8,4,1,2,2,1,0,1%
"Jackson Jobe (DET - SP,RP) IL60",,,7.7,6,0,0,4.57,1.41,4,7,4,1,3,1,0,0,3%
Sem Robberse (STL - SP) MiLB,,,12.3,9,1,0,5.14,1.63,7,14,7,2,10,1,1,0,0%
Nick Hernandez (ATH - RP) NRI,,,8.3,9,0,0,5.04,1.41,5,8,4,1,7,0,0,0,0%
Nestor German (BAL - SP) MiLB,,,2.2,2,0,0,4.04,1.35,1,2,1,1,1,1,0,0,0%
Bradley Blalock (MIA - SP) MiLB,,,20.1,14,1,0,5.21,1.52,12,22,8,3,16,1,1,0,0%
Michael Darrell-Hicks (PIT - RP) MiLB,,,9.7,8,0,0,4.66,1.45,5,10,4,1,9,0,0,0,0%
Robby Ahlstrom (TEX - RP) NRI,,,7.7,7,0,0,4.6,1.47,4,8,4,1,8,0,0,0,0%
Zach Penrod (WSH - RP) MiLB,,,10.0,9,0,0,4.45,1.54,5,10,5,1,10,0,1,0,0%
Alec Marsh (KC - SP) IL60,,,2.3,2,0,0,3.9,1.52,1,3,1,1,1,1,0,0,0%
"Jared Shuster (STL - SP,RP) MiLB",,,11.8,9,1,0,5.34,1.65,7,14,6,2,7,1,1,0,0%
"Cole Irvin (LAD - SP,RP) NRI",,,10.6,7,0,0,4.9,1.39,6,12,3,2,2,2,1,0,2%
Davis Daniel (CIN - SP) NRI,,,18.3,14,1,0,5.42,1.53,11,20,8,4,6,2,2,0,0%
Trenton Denholm (CLE - RP) NRI,,,9.1,6,0,0,4.96,1.38,5,10,3,1,2,2,1,0,0%
Karson Milbrandt (MIA - SP) NRI,,,11.8,10,0,0,4.67,1.5,6,12,6,2,12,0,1,0,0%
Michael Mercado (PHI - RP) MiLB,,,10.3,9,1,0,5.26,1.75,6,10,8,2,6,0,1,0,0%
Sean Reynolds (RP) FA,,,17.1,16,1,0,4.99,1.69,10,15,14,2,13,0,1,0,0%
Pete Hansen (STL - SP) MiLB,,,8.6,6,0,0,4.81,1.45,5,10,3,1,2,2,1,0,0%
"Jose De Leon (SP,RP) FA",,,26.7,25,1,1,5.23,1.61,16,27,16,5,6,6,2,0,0%
Vinny Nittoli (BOS - RP) MiLB,,,4.5,4,0,0,5.56,1.36,3,4,2,1,3,0,0,0,0%
"Valente Bellozo (COL - SP,RP) MiLB",,,12.7,9,0,0,5.05,1.41,7,14,4,2,10,1,1,0,0%
Collin Baumgartner (COL - RP) MiLB,,,4.2,4,0,0,5.12,1.5,2,4,2,1,4,0,0,0,0%
Austin Voth (RP) FA,,,3.9,3,0,0,5.43,1.39,2,4,2,1,4,0,0,0,0%
"Nick Frasso (LAD - SP,RP) MiLB",,,11.2,9,1,0,5.24,1.75,7,12,8,2,11,1,1,0,0%
Marco Gonzales (SD - SP) MiLB,,,7.8,5,0,0,4.96,1.44,4,8,3,1,2,2,0,0,1%
Lucas Sims (CWS - RP) MiLB,,,30.8,30,1,0,5.32,1.55,18,28,20,5,32,0,2,0,0%
Jaden Woods (PIT - RP) MiLB,,,5.2,4,0,0,5.19,1.45,3,5,3,1,5,0,0,0,0%
Wilmer Flores (SP) FA,,,1.5,1,0,0,6.21,1.38,1,2,1,0,1,1,0,0,0%
"Owen White (SP,RP) FA",,,11.8,8,1,0,5.32,1.69,7,13,8,2,6,1,1,0,0%
Levi Wells (BAL - SP) MiLB,,,1.8,2,0,0,5.1,1.7,1,2,1,1,1,1,0,0,0%
Eric Torres (BAL - RP) NRI,,,5.9,6,0,0,5.0,1.56,3,6,4,1,6,0,0,0,0%
Eduardo Salazar (MIN - RP) NRI,,,13.6,11,1,0,5.28,1.69,8,15,8,2,14,0,1,0,0%
Anthony Molina (ATL - RP) MiLB,,,19.2,14,1,0,5.38,1.56,11,22,8,3,11,0,1,0,0%
Jean Cabrera (PHI - SP) MiLB,,,11.8,8,0,0,4.88,1.47,6,12,5,1,3,3,1,0,0%
"Carson Spiers (CIN - SP,RP) MiLB",,,6.9,6,0,0,5.1,1.51,4,8,3,1,2,1,0,0,0%
Sean Sullivan (COL - SP) MiLB,,,8.6,6,0,0,5.27,1.42,5,10,3,1,2,2,1,0,0%
Dale Stanavich (MIA - RP) MiLB,,,3.6,3,0,0,5.01,1.61,2,4,2,0,3,0,0,0,0%
Yoniel Curet (PHI - SP) MiLB,,,10.2,9,0,0,4.95,1.53,6,10,6,1,5,2,1,0,0%
Alexander Alberto (TB - RP) MiLB,,,7.3,6,0,0,5.14,1.51,4,8,3,1,7,0,0,0,0%
Jared Lyons (CIN - SP) MiLB,,,7.9,6,0,0,5.35,1.48,5,8,3,1,2,2,1,0,0%
Casey Lawrence (SEA - RP) MiLB,,,8.3,4,0,0,5.32,1.44,5,10,2,1,2,2,1,0,0%
Carlos Carrasco (ATL - SP) MiLB,,,11.7,9,0,0,5.31,1.49,7,13,4,2,2,2,1,0,0%
Sam Aldegheri (LAA - SP) MiLB,,,27.2,20,1,0,5.32,1.55,16,29,13,4,7,4,2,0,0%
Joel Hurtado (LAA - SP) MiLB,,,9.3,6,0,0,5.18,1.54,5,10,4,1,8,0,1,0,0%
Tommy Henry (ARI - RP) MiLB,,,6.5,6,0,0,5.56,1.62,4,8,3,1,2,2,1,0,0%
Casey Kelly (RP) FA,,,8.7,4,1,0,5.69,1.84,6,11,5,2,5,1,0,0,0%
Dylan Ray (ARI - SP) MiLB,,,9.6,6,0,0,5.43,1.51,6,11,4,1,2,1,0,0,0%
Luis Peralta (COL - RP) MiLB,,,32.1,31,1,0,5.3,1.61,19,33,18,5,33,0,2,0,0%
Dylan Coleman (NYY - RP) MiLB,,,10.2,10,0,0,4.95,1.73,6,9,9,1,11,0,0,0,0%
Logan VanWey (HOU - RP) NRI,,,11.7,11,0,0,5.2,1.67,7,11,8,2,10,0,0,0,0%
Jairo Iriarte (CWS - RP) MiLB,,,13.2,11,0,0,5.19,1.63,8,13,9,2,12,0,1,0,0%
Michael Arias (NYY - RP) MiLB,,,12.5,13,1,0,5.77,2.04,8,12,14,2,11,0,1,0,0%
Bryce Jarvis (ARI - RP) NRI,,,29.0,22,1,0,5.43,1.64,18,31,17,5,18,1,2,0,0%
Antonio Senzatela,COL,"SP,RP",83.8,52,3,0,5.46,1.57,51,103,29,13,45,6,6,0,0%
